KG id;SPARQL availability;RDF dump availability;VoID availability;License (metadata);License machine redeable (query)
card;False;False;VoID file offline;http://creativecommons.org/licenses/by-nc/2.0/;-
catalan-eurowordnet-lemon-lexicon-3-0;False;True;VoID file absent;http://www.opendefinition.org/licenses/cc-by;-
Catch_Record_(2014-_2019);True;False;VoID file offline;http://www.opendefinition.org/licenses/cc-zero;-
ce4r;False;True;VoID file offline;http://creativecommons.org/licenses/by-nc/2.0/;-
ceo;True;False;VoID file offline;http://www.opendefinition.org/licenses/cc-zero;https://creativecommons.org/publicdomain/zero/1.0/
chat-game-corpus;False;False;VoID file absent;http://www.opendefinition.org/licenses/odc-by;-
chem2bio2rdf;False;True;VoID file offline;-;-
chembl-rdf;False;True;VoID file absent;http://www.opendefinition.org/licenses/cc-by-sa;-
chemdb-basicInfo;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
chemdb-estimatedProperties;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
chemdb-phaseTransition;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
chemdb-thermochemistry;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
chempedia-rdf;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-zero;-
Chinese_Red_Classic_Song_Linked_Data_Dataset;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
chronicling-america;False;True;VoID file offline;-;-
cht;True;True;VoID file offline;http://www.opendefinition.org/licenses/cc-by;https://creativecommons.org/licenses/by/4.0/
ciard-ring;False;True;VoID file absent;-;-
Cine_Figure;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-by-sa;-
cinematheque-quebecoise-linked-open-data;True;True;VoID file available;http://www.opendefinition.org/licenses/cc-by-sa;http://creativecommons.org/licenses/by-sa/4.0/
cipfa;False;False;VoID file offline;-;-
ckan;False;False;VoID file offline;http://www.opendefinition.org/licenses/odc-odbl;-
CLaSSES;False;True;VoID file available;http://www.opendefinition.org/licenses/cc-by-sa;-
classical_temples;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-by-sa;-
clean-energy-data-reegle;False;True;VoID file offline;http://reference.data.gov.uk/id/open-government-licence;-
clld-afbo;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-by-sa;-
clld-apics;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-by-sa;-
clld-ewave;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-by-sa;-
clld-glottolog;False;True;VoID file offline;-;-
clld-phoible;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
clld-sails;False;True;VoID file offline;http://creativecommons.org/licenses/by-nc/2.0/;-
clld-wals;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
clld-wold;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-by-sa;-
CoDa;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-by-sa;-
coins-openuplabs;False;False;VoID file offline;http://reference.data.gov.uk/id/open-government-licence;-
CoLChina_sp2000;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
colinda;False;False;VoID file offline;http://creativecommons.org/licenses/by-nc/2.0/;-
combined-nomenclature-2012;False;False;VoID file offline;http://www.opendefinition.org/licenses/odc-odbl;-
CompHistSem;False;True;VoID file available;http://www.opendefinition.org/licenses/cc-by-sa;-
comsode-d3-2;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-zero;-
congresspeople;False;False;VoID file offline;-;-
Copyright_Free_Music;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
copyrighttermbank;False;True;VoID file absent;http://www.opendefinition.org/licenses/cc-by;-
core;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
Corine_linked_dataset;True;False;VoID file offline;http://www.opendefinition.org/licenses/cc-zero;-
cornetto;False;False;VoID file offline;-;-
corporate-body;True;True;VoID file offline;http://www.opendefinition.org/licenses/cc-zero;http://www.opendatacommons.org/licenses/pddl/1.0/
CorpusFibonacci;False;True;VoID file available;http://www.opendefinition.org/licenses/cc-by-sa;-
country-authority-list;True;True;VoID file offline;http://www.opendefinition.org/licenses/cc-zero;http://www.opendatacommons.org/licenses/pddl/1.0/
courts-thesaurus;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
Covid-on-the-Web;True;True;VoID file offline;http://www.opendefinition.org/licenses/odc-by;cc-by
cpa-2008;False;False;VoID file offline;http://www.opendefinition.org/licenses/odc-odbl;-
CPC;True;True;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
cpc-2008;False;False;VoID file offline;http://www.opendefinition.org/licenses/odc-odbl;-
cpv-2003;False;False;VoID file offline;http://www.opendefinition.org/licenses/odc-odbl;-
cpv-2008;False;False;VoID file offline;http://www.opendefinition.org/licenses/odc-odbl;-
crowdsourcing-fb;False;False;VoID file absent;-;-
ctic-public-dataset;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
culturalinkeddata;True;True;VoID file offline;-;-
cz-ares-or;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-zero;-
cz-ares-rzp;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-zero;-
cz-cenia-irz-chemicals;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-zero;-
cz-cenia-pollution;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-zero;-
cz-contracts;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
cz-ctia-bans;False;False;VoID file offline;-;-
cz-ctia-confiscations;False;False;VoID file offline;-;-
cz-ctia-focus;False;False;VoID file offline;-;-
cz-ctia-inspections;False;False;VoID file offline;-;-
cz-ctia-sanctions;False;False;VoID file offline;-;-
cz-cuzk-cadastre-offices;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-zero;-
cz-cuzk-legal-relationships-documents;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-zero;-
cz-czso-average-salaries;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-zero;-
cz-czso-deaths-by-selected-causes-of-death;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-zero;-
cz-czso-demography-in-regions-czech-republic-age-categories;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-zero;-
cz-czso-job-applicants;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-zero;-
cz-czso-job-applicants-and-unemployment-rate;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-zero;-
cz-czso-regions;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-zero;-
cz-czso-selected-indicators-of-public-health;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-zero;-
cz-czso-social-service-facilities;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-zero;-
cz-czso-unemployment-rate;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-zero;-
cz-eh-1-atc;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-zero;-
cz-fulfillments;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-by-sa;-
cz-ic;False;True;VoID file offline;-;-
cz-list-of-databoxes;True;True;VoID file offline;-;http://creativecommons.org/licenses/by-nc-nd/3.0/
cz-nace;True;True;VoID file offline;-;http://creativecommons.org/licenses/by-nc-nd/3.0/
cz-nkod;True;True;VoID file offline;-;https://data.gov.cz/zdroj/datové-sady/00023221/1042474980/distribuce/b04d14a3f173750f5614e9e987010419/podmínky-užití
cz-orders;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
cz-ovm;True;True;VoID file offline;-;http://creativecommons.org/licenses/by-nc-nd/3.0/
cz-ovm-agendas;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
cz-ruian;True;True;VoID file offline;-;https://portal.gov.cz/portal/ostatni/volny-pristup-k-ds.html
cz-sao-audited-subjects;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-zero;-
cz-sao-check-actions;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-zero;-
cz-sao-check-actions-law;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-zero;-
cz-sidc-drug-ingredients;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-zero;-
cz-sidc-drug-prices;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-zero;-
cz-sidc-drugs;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-zero;-
cz-souhrnne-typy-ovm;True;True;VoID file offline;-;http://creativecommons.org/licenses/by-nc-nd/3.0/
cz-vavai-evaluation-2013;False;False;VoID file offline;-;-
cz-vavai-funding-providers;False;False;VoID file offline;-;-
cz-vavai-organizations;False;False;VoID file offline;-;-
cz-vavai-programmes;False;False;VoID file offline;-;-
cz-vavai-projects;False;False;VoID file offline;-;-
cz-vavai-research-plans;False;False;VoID file offline;-;-
cz-vavai-results;False;False;VoID file offline;-;-
cz-vavai-tenders;False;False;VoID file offline;-;-
czech_addresses;False;False;VoID file offline;-;-
DanteLatinLoanwords;False;True;VoID file available;http://www.opendefinition.org/licenses/cc-by-sa;-
data-bnf-fr;True;True;VoID file offline;-;-
data-cnr-it;False;True;VoID file offline;http://creativecommons.org/licenses/by-nc/2.0/;-
data-gov;False;False;VoID file offline;-;-
data-gov-ie;False;False;VoID file offline;-;-
data-gov-uk-time-intervals;False;False;VoID file offline;-;-
data-hnm-hu;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-zero;-
data-incubator-climb;False;False;VoID file offline;-;-
data-incubator-discogs;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-zero;-
data-incubator-metoffice;False;True;VoID file offline;-;-
data-incubator-moseley;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-zero;-
data-incubator-musicbrainz;False;False;VoID file offline;https://opendefinition.org/licenses/fal;-
data-incubator-nasa;False;True;VoID file offline;http://www.opendefinition.org/licenses/odc-pddl;-
data-incubator-our-airports;False;False;VoID file offline;-;-
data-incubator-pokedex;False;True;VoID file offline;-;-
data-incubator-smcjournals;False;False;VoID file offline;http://www.opendefinition.org/licenses/odc-pddl;-
data-open-ac-uk;True;True;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
data-persee-fr;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-by-sa;-
data-szepmuveszeti-hu;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-zero;-
data.odw.tw;False;False;VoID file offline;-;-
datahub;False;False;VoID file offline;-;-
datahub-kr-datamap;True;False;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
dataturcyl-lod-for-tourists-in-castilla-y-leon-spain;False;False;VoID file absent;http://www.opendefinition.org/licenses/cc-by-sa;-
datos-artium-org;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-zero;-
datos-bcn-cl;True;True;VoID file offline;https://creativecommons.org/licenses/by/3.0/;-
datos-bne-es;True;True;VoID file offline;http://www.opendefinition.org/licenses/cc-zero;-
dbacademic;False;False;VoID file offline;https://opensource.org/licenses/MIT;-
dbkwik;True;True;VoID file available;-;-
dblp-deusto-gnoss;False;True;VoID file offline;http://creativecommons.org/licenses/by-nc/2.0/;-
dbnary;True;True;VoID file offline;http://www.opendefinition.org/licenses/cc-by-sa;https://creativecommons.org/licenses/by/3.0/
dbpedia;True;True;VoID file offline;http://www.opendefinition.org/licenses/cc-by-sa;http://creativecommons.org/licenses/by-sa/3.0/
dbpedia-abstract-corpus;False;True;VoID file absent;http://www.opendefinition.org/licenses/cc-by;-
dbpedia-commons;False;False;VoID file absent;http://www.opendefinition.org/licenses/cc-by;-
dbpedia-el;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-by-sa;-
dbpedia-es;True;True;VoID file offline;http://www.opendefinition.org/licenses/cc-by-sa;http://creativecommons.org/licenses/by/3.0/
dbpedia-eu;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-by-sa;-
dbpedia-fr;True;True;VoID file offline;http://www.opendefinition.org/licenses/cc-by-sa;http://creativecommons.org/licenses/by-sa/3.0/
dbpedia-ja;True;True;VoID file available;http://www.opendefinition.org/licenses/cc-by-sa;"http://ja.wikipedia.org/wiki/ファイル:
Anthony_van_Dyck_-_Self-Portrait_-_WGA07407.jpg"
dbpedia-lite;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-by-sa;-
dbpedia-nl;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-by-sa;-
dbpedia-pt;False;False;VoID file offline;-;-
dbpedia-spotlight-nif-ner-corpus;False;True;VoID file absent;http://www.opendefinition.org/licenses/cc-by;-
dbtropes;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-by-sa;-
dbtune-artists-last-fm;False;False;VoID file offline;-;-
dbtune-audioscrobbler;False;False;VoID file offline;-;-
dbtune-classical;False;True;VoID file available;-;-
dbtune-john-peel-sessions;False;True;VoID file available;-;-
dbtune-magnatune;False;True;VoID file available;-;-
dbtune-musicbrainz;False;False;VoID file offline;-;-
dbtune-myspace;False;False;VoID file offline;-;-
dcs-sheffield;False;False;VoID file offline;-;-
de-gaap-ontology-lexicon;False;False;VoID file absent;-;-
debian-package-tracking-system;False;True;VoID file offline;-;-
desaparecidos;False;False;VoID file offline;-;-
deustoentrepreneurship;False;True;VoID file offline;http://creativecommons.org/licenses/by-nc/2.0/;-
deustotech;False;True;VoID file offline;http://creativecommons.org/licenses/by-nc/2.0/;-
deutsche-biographie;False;True;VoID file offline;-;-
deutsche-nationalbibliografie-dnb;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-zero;-
dev8d;False;False;VoID file absent;-;-
dewey_decimal_classification;False;False;VoID file offline;http://creativecommons.org/licenses/by-nc/2.0/;-
DHSVM;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
diavgeia;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-by-sa;-
didactalia;False;True;VoID file offline;http://creativecommons.org/licenses/by-nc/2.0/;-
disgenet;False;False;VoID file offline;http://www.opendefinition.org/licenses/odc-odbl;-
dkh-deusto-knowledge-hub;False;True;VoID file absent;-;-
dm2e;False;False;VoID file absent;http://www.opendefinition.org/licenses/cc-zero;-
dnb-gemeinsame-normdatei;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-zero;-
doi;False;True;VoID file offline;-;-
Driggu;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-zero;-
drug-data-hifm;True;True;VoID file absent;http://www.opendefinition.org/licenses/odc-by;Copyright 2014, Milos Jovanovik
dutch-national-regulations-metalex;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
dutch-ships-and-sailors;False;False;VoID file absent;http://www.opendefinition.org/licenses/cc-by;-
dws-group;False;False;VoID file offline;-;-
E1;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
eagle-i-alaska;False;False;VoID file offline;-;-
eagle-i-cau;False;False;VoID file offline;-;-
eagle-i-ccny-cuny;False;False;VoID file offline;-;-
eagle-i-cdrewu;False;False;VoID file offline;-;-
eagle-i-dartmouth;False;False;VoID file offline;-;-
eagle-i-famu;False;False;VoID file offline;-;-
eagle-i-harvard;False;True;VoID file offline;-;-
eagle-i-hawaii;False;False;VoID file offline;-;-
eagle-i-howard;False;False;VoID file offline;-;-
eagle-i-hunter-cuny;False;False;VoID file offline;-;-
eagle-i-jsu;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
eagle-i-meharry;False;False;VoID file offline;-;-
eagle-i-montana;False;False;VoID file offline;-;-
eagle-i-msm;False;False;VoID file offline;-;-
eagle-i-ohsu;False;False;VoID file offline;-;-
eagle-i-psm;False;False;VoID file offline;-;-
eagle-i-tsu;False;False;VoID file offline;-;-
eagle-i-tuskegee;False;False;VoID file offline;-;-
eagle-i-uccaribe;False;False;VoID file offline;-;-
eagle-i-upr;False;False;VoID file offline;-;-
eagle-i-utep;False;False;VoID file offline;-;-
eagle-i-utsa;False;False;VoID file offline;-;-
eagle-i-vanderbilt;False;False;VoID file offline;-;-
eagle-i-xula;False;False;VoID file offline;-;-
Earthquake;False;True;VoID file offline;http://www.opendefinition.org/licenses/odc-by;-
Earthquake_case;False;True;VoID file offline;http://www.opendefinition.org/licenses/odc-by;-
ecb-linked-data;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-zero;-
ecb-statistics-linked-data;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-zero;-
ecco-tcp-linked-data;False;False;VoID file offline;http://www.opendefinition.org/licenses/odc-pddl;-
eclap;False;False;VoID file absent;http://www.opendefinition.org/licenses/cc-zero;-
ecs;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-zero;-
edublogs;False;True;VoID file absent;-;-
education-data-gov-uk;False;True;VoID file offline;-;-
educationalprograms_sisvu;False;False;VoID file offline;-;-
eea;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
eea-rod;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
eea-vocabularies;False;False;VoID file absent;http://www.opendefinition.org/licenses/cc-by;-
EGovOntology;False;True;VoID file offline;https://creativecommons.org/licenses/by-sa/3.0/;-
ei2a;True;True;VoID file offline;http://www.opendefinition.org/licenses/cc-by;https://creativecommons.org/licenses/by-nc/4.0/
eionet-rdf;False;True;VoID file available;-;-
ElgooG_;False;False;VoID file offline;http://www.opendefinition.org/licenses/odc-odbl;-
elviajero;False;True;VoID file offline;-;-
emn;False;True;VoID file absent;http://www.opendefinition.org/licenses/cc-by;-
enakting-co2emission;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
enakting-crime;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
enakting-energy;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
enakting-mortality;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
enakting-nhs;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
enakting-population;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
english-heritage-periods-list;True;True;VoID file absent;http://www.opendefinition.org/licenses/cc-by;-
english-index-of-multiple-deprivation-ranking-2010;True;True;VoID file offline;http://reference.data.gov.uk/id/open-government-licence;http://www.nationalarchives.gov.uk/doc/open-government-licence/
english-index-of-multiple-deprivation-score-2010;True;True;VoID file offline;http://reference.data.gov.uk/id/open-government-licence;http://www.nationalarchives.gov.uk/doc/open-government-licence/
english-wordnet;False;True;VoID file offline;https://wordnet.princeton.edu/license-and-commercial-use;-
enipedia;False;False;VoID file offline;http://www.opendefinition.org/licenses/odc-pddl;-
enslaved.org;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
entice-graph;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
entrez_gene;False;False;VoID file offline;-;-
environment-agency-bathing-water-quality;True;True;VoID file offline;http://reference.data.gov.uk/id/open-government-licence;http://reference.data.gov.uk/id/open-government-licence
environment-data-gov-uk;False;False;VoID file offline;-;-
environmental-applications-reference-thesaurus;False;True;VoID file offline;http://creativecommons.org/licenses/by-nc/2.0/;-
EO_metadata;True;False;VoID file offline;http://www.opendefinition.org/licenses/cc-zero;-
EOKP-Datasets;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-zero;-
epa-cdr;False;True;VoID file offline;-;-
epa-frs;False;True;VoID file offline;-;-
epa-rcra;False;True;VoID file offline;-;-
epa-srs;False;True;VoID file offline;-;-
epa-tri;False;True;VoID file offline;-;-
eprints-harvest-rkbexplorer;False;False;VoID file absent;http://www.opendefinition.org/licenses/cc-zero;-
eprtr;False;False;VoID file offline;http://www.opendefinition.org/licenses/odc-by;-
ERAKG;True;False;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
es-msssi-drug-prices;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
esd-standards;False;True;VoID file offline;-;-
esd-toolkit;False;False;VoID file offline;-;-
esislearning;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-zero;-
ESV;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
EtymologicalDictionaryofLatin;False;True;VoID file available;http://www.opendefinition.org/licenses/cc-by-sa;-
eu-agencies-bodies;False;True;VoID file offline;-;-
eu-institutions;False;True;VoID file offline;http://www.opendefinition.org/licenses/odc-pddl;-
eu-parliament-media;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-zero;-
eu-who-is-who;False;True;VoID file offline;http://www.opendefinition.org/licenses/odc-pddl;-
eumida-linked-data;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-zero;-
eunis;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
eur-lex-rdf;False;True;VoID file offline;-;-
eurobarometer-standard;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-zero;-
European_Patent_Information;True;True;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
european-election-results;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-zero;-
europeana-lod-v1;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-zero;-
europeana-sparql;False;True;VoID file absent;http://www.opendefinition.org/licenses/cc-zero;-
eurosentiment;False;False;VoID file absent;http://www.opendefinition.org/licenses/gfdl;-
eurostat-rdf;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
eurovoc;True;True;VoID file offline;http://www.opendefinition.org/licenses/cc-zero;http://www.opendatacommons.org/licenses/pddl/1.0/
euskadi-farmacias;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
EUSL-Research-Data-Sri_Lanka;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
eutc-productions;False;True;VoID file offline;http://www.opendefinition.org/licenses/odc-pddl;-
event-media;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-by-sa;-
eventkg;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-by-sa;-
eventseer;False;False;VoID file offline;http://www.opendefinition.org/licenses/odc-by;-
Face_Link;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
FADN_(2019);True;False;VoID file offline;http://www.opendefinition.org/licenses/cc-zero;-
famedata;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-zero;-
FAO_species;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-zero;-
fao-geopolitical-ontology;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-by-sa;-
fao-linked-data;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-zero;-
farmbio-chembl;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
fatimazahra;False;False;VoID file offline;http://www.opendefinition.org/licenses/odc-by;-
FHIR_STU3;False;True;VoID file offline;https://www.apache.org/licenses/LICENSE-2.0;-
fiesta;False;False;VoID file absent;http://www.opendefinition.org/licenses/cc-by-sa;-
file:C:UsersaDesktopurn_webprotege_ontology_c0b8701e-374c-4d5a-bc60-970f0cba1976.owl;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
finnish-municipalities;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
Fishery_Stock_Dataset;True;False;VoID file offline;http://www.opendefinition.org/licenses/cc-zero;-
fishes-of-texas;False;False;VoID file offline;-;-
flickr-wrappr;False;False;VoID file offline;-;-
FLUS;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
flybase;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
flyted;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
foodista;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
foodpedia;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
framebase-schema;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
framester;True;True;VoID file available;http://www.opendefinition.org/licenses/cc-by-sa;https://creativecommons.org/licenses/by/3.0/
frb-linked-data;False;False;VoID file absent;http://www.opendefinition.org/licenses/cc-zero;-
freebase;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
freeyork-org;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
fu-berlin-cordis;False;False;VoID file offline;-;-
fu-berlin-dailymed;False;False;VoID file offline;-;-
fu-berlin-dblp;False;False;VoID file offline;-;-
fu-berlin-diseasome;False;False;VoID file offline;-;-
fu-berlin-drugbank;False;False;VoID file offline;-;-
fu-berlin-ec-competition;False;False;VoID file offline;-;-
fu-berlin-euraxess;False;False;VoID file offline;-;-
fu-berlin-eures;False;False;VoID file offline;-;-
fu-berlin-eurostat;False;False;VoID file offline;-;-
fu-berlin-medicare;False;False;VoID file offline;-;-
fu-berlin-project-gutenberg;False;False;VoID file offline;-;-
fu-berlin-sider;False;False;VoID file offline;-;-
fu-berlin-stitch;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
fv;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
GACS;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
galician-eurowordnet-lemon-lexicon-3-0;False;True;VoID file absent;http://www.opendefinition.org/licenses/cc-by;-
garnicaplywood;False;True;VoID file offline;http://creativecommons.org/licenses/by-nc/2.0/;-
gemeenschappelijke-thesaurus-audiovisuele-archieven;False;True;VoID file offline;http://www.opendefinition.org/licenses/odc-odbl;-
gemet;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
gemet-annotated;False;False;VoID file absent;http://www.opendefinition.org/licenses/odc-odbl;-
gene-expression-atlas-rdf;False;True;VoID file absent;-;-
Generalized_Super_Ontology;False;False;VoID file offline;https://opendefinition.org/licenses/fal;-
GeoDetector;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
geodomainwn;False;True;VoID file absent;http://www.opendefinition.org/licenses/odc-by;-
geoecuador;False;False;VoID file absent;-;-
geographic-names-information-system-gnis;False;False;VoID file absent;-;-
geolinkeddata;True;True;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
geological-survey-of-austria-thesaurus;True;True;VoID file offline;http://www.opendefinition.org/licenses/cc-by-sa;https://creativecommons.org/licenses/by-sa/4.0/
geonames-semantic-web;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
geospatialworld-net;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
geospecies;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-by-sa;-
geowordnet;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
german-labor-law-thesaurus;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
germlex;False;False;VoID file absent;http://www.opendefinition.org/licenses/cc-by;-
gesis-thesoz;False;False;VoID file offline;http://creativecommons.org/licenses/by-nc/2.0/;-
getty-aat;False;True;VoID file offline;http://www.opendefinition.org/licenses/odc-by;-
getty-tgn;False;True;VoID file offline;http://www.opendefinition.org/licenses/odc-by;-
gipuzkoademografia;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
glastonbury-2011;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
global-hunger-index-2011;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
glottolog;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-by-sa;-
gnoss-com-a-social-and-semantic-platform;False;True;VoID file offline;http://creativecommons.org/licenses/by-nc/2.0/;-
God_;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-zero;-
gold;False;True;VoID file absent;http://www.opendefinition.org/licenses/cc-by-sa;-
googleart-wrapper;False;False;VoID file offline;-;-
govagribus-denmark;False;False;VoID file absent;http://www.opendefinition.org/licenses/cc-by;-
government-web-integration-for-linked-data;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-by-sa;-
govtrack;False;False;VoID file offline;-;-
greek-administrative-geography;False;False;VoID file absent;-;-
greek-wordnet;False;False;VoID file absent;http://www.opendefinition.org/licenses/cc-by-sa;-
